,MedInc,AveRooms,Latitude,HouseAge,AveBedrms,Longitude,Label
27,1.808,4.7808564231738035,37.85,52.0,1.0604534005037782,-122.28,1.055
28,1.6424,4.40169133192389,37.84,50.0,1.040169133192389,-122.28,1.089
29,1.6875,4.703225806451613,37.84,52.0,1.032258064516129,-122.28,1.32
30,1.9274,5.068783068783069,37.84,49.0,1.1825396825396826,-122.28,1.223
31,1.9615,4.882086167800454,37.84,52.0,1.090702947845805,-122.28,1.152
32,1.7969,5.737313432835821,37.84,48.0,1.2208955223880598,-122.27,1.104
33,1.375,5.0303951367781155,37.83,49.0,1.1124620060790273,-122.27,1.049
34,2.7303,4.972014925373134,37.83,51.0,1.0708955223880596,-122.27,1.097
35,1.4861,4.6022727272727275,37.83,49.0,1.0681818181818181,-122.27,0.972
36,1.0972,4.807486631016043,37.83,48.0,1.1550802139037433,-122.27,1.045
37,1.4103,3.7493796526054592,37.83,52.0,0.967741935483871,-122.28,1.039
38,3.48,4.757281553398058,37.83,52.0,1.0679611650485437,-122.26,1.914
39,2.5898,3.4942528735632186,37.83,52.0,1.0272988505747127,-122.26,1.76
40,2.0978,4.215189873417722,37.83,52.0,1.0607594936708862,-122.26,1.554
41,1.2852,3.7590361445783134,37.83,51.0,1.248995983935743,-122.26,1.5
42,1.025,3.7724867724867726,37.84,49.0,1.0687830687830688,-122.26,1.188
43,3.9643,4.797979797979798,37.84,52.0,1.02020202020202,-122.26,1.888
44,3.0125,4.941780821917808,37.83,52.0,1.0650684931506849,-122.26,1.844
45,2.6768,4.335078534031414,37.83,52.0,1.0994764397905759,-122.26,1.823
46,2.026,3.700657894736842,37.83,50.0,1.0592105263157894,-122.26,1.425
47,1.7348,3.9802371541501977,37.82,43.0,1.233201581027668,-122.27,1.375
48,0.9506,3.9,37.82,40.0,1.21875,-122.26,1.875
49,1.775,2.6875,37.82,40.0,1.0653409090909092,-122.27,1.125
50,0.9218,2.045662100456621,37.82,21.0,1.0342465753424657,-122.27,1.719
51,1.5045,4.58968058968059,37.82,43.0,1.1203931203931203,-122.27,0.938
52,1.1108,4.473611111111111,37.82,41.0,1.1847222222222222,-122.27,0.975
53,1.2475,4.075,37.82,52.0,1.14,-122.27,1.042
54,1.6098,5.021459227467811,37.82,52.0,1.0085836909871244,-122.28,0.875
55,1.4113,4.295454545454546,37.82,52.0,1.1045454545454545,-122.28,0.831
56,1.5057,4.77992277992278,37.82,52.0,1.111969111969112,-122.28,0.875
57,0.8172,6.102459016393443,37.82,52.0,1.3729508196721312,-122.28,0.853
58,1.2171,4.5625,37.82,52.0,1.1217105263157894,-122.28,0.803
59,2.5625,2.7719298245614037,37.82,2.0,0.7543859649122807,-122.29,0.6
60,3.3929,5.994652406417113,37.83,52.0,1.1283422459893049,-122.29,0.757
61,6.1183,5.869565217391305,37.82,49.0,1.2608695652173914,-122.29,0.75
62,0.9011,6.229508196721311,37.81,50.0,1.5573770491803278,-122.29,0.861
63,1.191,7.69811320754717,37.81,52.0,1.490566037735849,-122.3,0.761
64,2.5938,6.225563909774436,37.81,48.0,1.368421052631579,-122.3,0.735
65,1.1667,5.401069518716578,37.81,52.0,1.1176470588235294,-122.3,0.784
66,0.8056,4.382530120481928,37.81,48.0,1.0662650602409638,-122.3,0.844
67,2.6094,6.98639455782313,37.8,52.0,1.6598639455782314,-122.29,0.813
68,1.8516,6.975609756097561,37.81,52.0,1.329268292682927,-122.3,0.85
69,0.9802,4.584288052373159,37.81,46.0,1.0540098199672667,-122.29,1.292
70,1.7719,6.047244094488189,37.81,26.0,1.1968503937007875,-122.29,0.825
71,0.7286,3.375451263537906,37.81,46.0,1.0722021660649819,-122.29,0.952
72,1.75,5.552631578947368,37.81,49.0,1.3421052631578947,-122.29,0.75
73,0.4999,1.7142857142857142,37.81,46.0,0.5714285714285714,-122.29,0.675
74,2.483,6.2781954887218046,37.81,20.0,1.2105263157894737,-122.29,1.375
75,0.9241,2.8177676537585423,37.81,17.0,1.0523917995444192,-122.28,1.775
76,2.4464,5.724950884086444,37.81,36.0,1.1041257367387034,-122.28,1.021
77,1.1111,5.830917874396135,37.81,19.0,1.173913043478261,-122.28,1.083
78,0.8026,5.369230769230769,37.81,23.0,1.1507692307692308,-122.29,1.125
79,2.0114,4.412903225806452,37.8,38.0,1.135483870967742,-122.28,1.313
80,1.5,3.1972318339100347,37.81,17.0,1.0,-122.28,1.625
81,1.1667,3.75,37.81,52.0,1.0,-122.27,1.125
82,1.5208,3.9080459770114944,37.81,52.0,1.1149425287356323,-122.28,1.125
83,0.8075,2.490322580645161,37.81,52.0,1.0580645161290323,-122.28,1.375
84,1.8088,5.609467455621302,37.81,35.0,1.0887573964497042,-122.28,1.188
85,2.4083,6.721739130434782,37.81,52.0,1.2434782608695651,-122.28,0.982
86,0.977,2.3157894736842106,37.81,40.0,1.186842105263158,-122.27,1.188
87,0.76,2.6515151515151514,37.81,10.0,1.0545454545454545,-122.27,1.625
88,0.9722,2.6923076923076925,37.8,10.0,1.0769230769230769,-122.27,1.375
89,1.2434,2.929411764705882,37.8,52.0,0.9176470588235294,-122.27,5.00001
90,2.0938,2.74585635359116,37.8,16.0,1.0828729281767955,-122.27,1.625
91,0.8668,2.4431818181818183,37.8,52.0,0.9886363636363636,-122.28,1.375
92,0.75,2.823529411764706,37.8,52.0,0.9117647058823529,-122.28,1.625
93,2.6354,3.493377483443709,37.79,27.0,1.1490066225165563,-122.27,1.875
94,1.8477,3.6723768736616704,37.8,39.0,1.3340471092077089,-122.27,1.792
95,2.0096,2.294016358157555,37.8,36.0,1.066293585880327,-122.26,1.3
96,2.8345,3.8949152542372882,37.82,31.0,1.1279661016949152,-122.26,1.838
97,2.0062,3.681318681318681,37.81,29.0,1.1758241758241759,-122.26,1.25
98,1.2185,2.9456,37.82,22.0,1.016,-122.26,1.7
99,2.6104,3.7071428571428573,37.82,37.0,1.1071428571428572,-122.26,1.931
100,2.4912,3.7248,37.81,29.0,1.1312,-122.25,2.578
101,3.2177,3.8784235136940546,37.81,28.0,1.070808283233133,-122.25,2.734
102,3.125,3.745614035087719,37.81,39.0,1.0614035087719298,-122.25,2.375
103,2.5795,3.5154975530179446,37.81,52.0,1.1435562805872757,-122.25,3.5
104,2.8406,3.281721632196758,37.81,34.0,1.0698714365567357,-122.26,3.357
105,4.9306,6.184426229508197,37.82,52.0,0.9221311475409836,-122.24,3.134
106,3.2727,4.442982456140351,37.81,52.0,1.0570175438596492,-122.24,2.685
107,3.1691,4.165876777251185,37.81,52.0,1.0900473933649288,-122.25,2.594
108,3.9,4.848189415041783,37.82,52.0,1.0459610027855153,-122.24,2.757
109,3.9063,4.160847880299252,37.82,28.0,1.0660847880299251,-122.25,2.25
110,5.0917,5.628458498023716,37.82,52.0,1.1422924901185771,-122.25,2.625
111,2.6429,3.7270058708414875,37.82,32.0,1.0743639921722115,-122.25,2.185
112,3.0233,3.2530813475760065,37.82,26.0,0.9827444535743632,-122.25,2.55
113,3.1484,4.578034682080925,37.83,52.0,1.0770712909441233,-122.25,2.241
114,3.4722,3.822274881516588,37.83,35.0,1.014218009478673,-122.25,2.431
115,3.1429,4.3951890034364265,37.83,52.0,0.9862542955326461,-122.25,2.316
116,2.4234,3.0234798314268514,37.83,28.0,1.053582179409994,-122.25,2.185
117,3.0897,4.040501446480231,37.83,52.0,1.0655737704918034,-122.25,2.341
118,5.8596,6.742627345844504,37.84,50.0,1.0697050938337802,-122.23,3.276
119,5.2868,6.546391752577319,37.84,47.0,0.9360824742268041,-122.23,3.476
120,5.956,6.851063829787234,37.83,41.0,1.0797872340425532,-122.24,3.661
121,4.9643,7.1063829787234045,37.85,37.0,1.148936170212766,-122.24,3.35
122,6.3434,6.947890818858561,37.85,52.0,1.0198511166253101,-122.23,3.736
123,5.1773,6.358558558558559,37.84,52.0,1.0342342342342343,-122.24,3.895
124,7.2354,7.11716621253406,37.85,52.0,0.9945504087193461,-122.24,3.911
125,5.457,5.5303347280334725,37.85,28.0,1.096234309623431,-122.22,3.373
126,7.5,6.127348643006263,37.84,50.0,0.9874739039665971,-122.22,2.952
127,6.0194,5.735343383584589,37.84,44.0,1.0,-122.21,2.923
128,7.5544,7.631498470948012,37.83,40.0,1.0305810397553516,-122.21,4.115
129,6.0666,6.446064139941691,37.84,30.0,1.0087463556851313,-122.2,3.115
130,7.0548,6.125,37.84,34.0,0.9879032258064516,-122.21,3.259
131,11.6017,8.335051546391753,37.84,18.0,1.0824742268041236,-122.19,3.926
132,7.4882,6.467268623024831,37.84,35.0,1.0383747178329572,-122.2,3.193
133,6.8976,6.6122715404699735,37.83,34.0,1.0287206266318538,-122.21,3.333
134,8.2049,6.978947368421053,37.83,28.0,0.968421052631579,-122.19,3.352
135,8.401,7.530805687203792,37.83,26.0,1.0568720379146919,-122.2,3.512
136,6.8538,6.657992565055762,37.83,29.0,1.0074349442379182,-122.19,3.689
137,8.317,6.977186311787072,37.82,32.0,1.0038022813688212,-122.19,3.659
138,7.0175,6.982954545454546,37.82,37.0,1.0284090909090908,-122.2,3.667
139,6.3302,7.54,37.82,39.0,1.068,-122.2,3.628
140,6.3624,5.615384615384615,37.81,30.0,0.7307692307692307,-122.18,4.833
141,7.0549,6.785714285714286,37.82,52.0,0.9514285714285714,-122.21,3.314
142,6.7851,6.957746478873239,37.81,45.0,1.0234741784037558,-122.2,3.235
143,2.8929,5.132246376811594,37.8,50.0,1.0960144927536233,-122.21,2.167
144,3.0812,4.628336755646817,37.8,38.0,1.0985626283367556,-122.21,2.331
145,5.2402,6.200892857142857,37.81,52.0,0.9464285714285714,-122.21,2.964
146,6.5217,6.39935064935065,37.81,52.0,1.0876623376623376,-122.22,2.737
147,3.2632,4.745652173913044,37.8,52.0,1.0108695652173914,-122.22,2.277
148,3.0298,5.183673469387755,37.8,52.0,1.0521541950113378,-122.22,1.996
149,4.5428,5.283495145631068,37.8,52.0,1.050485436893204,-122.22,2.398
150,4.072,5.952941176470588,37.81,52.0,0.9970588235294118,-122.22,2.701
151,5.3509,5.65067178502879,37.81,52.0,1.0287907869481765,-122.22,3.021
152,3.1603,4.429193899782135,37.8,52.0,1.0588235294117647,-122.23,2.695
153,4.7708,6.727699530516432,37.81,52.0,1.0751173708920188,-122.23,3.147
154,8.1564,7.7026315789473685,37.81,52.0,1.0578947368421052,-122.22,3.901
155,8.8793,8.972868217054264,37.81,52.0,1.1317829457364341,-122.23,4.103
156,6.8591,7.599388379204893,37.81,52.0,0.9571865443425076,-122.24,3.524
157,6.0302,5.8203125,37.81,52.0,0.9296875,-122.24,2.873
158,7.508,7.994318181818182,37.81,52.0,1.0369318181818181,-122.23,3.487
159,2.7477,4.333333333333333,37.81,52.0,1.1387163561076605,-122.24,2.438
160,2.1944,5.074285714285714,37.8,52.0,0.96,-122.24,2.115
161,3.0149,4.276639344262295,37.8,52.0,1.0450819672131149,-122.25,2.184
162,3.675,4.851351351351352,37.81,52.0,0.9691119691119691,-122.24,2.699
163,3.225,4.326639892904953,37.81,46.0,1.1178045515394912,-122.25,2.188
164,2.9345,4.059113300492611,37.8,42.0,1.0492610837438423,-122.25,2.25
165,2.1429,3.2742382271468142,37.8,43.0,1.0969529085872576,-122.25,2.5
166,1.6121,3.5617433414043584,37.8,41.0,1.1355932203389831,-122.25,1.714
167,1.3929,3.1927554980595083,37.8,29.0,1.1177231565329884,-122.25,1.938
168,2.3173,3.804195804195804,37.79,27.0,1.1468531468531469,-122.24,1.25
169,1.7772,3.882608695652174,37.79,45.0,1.1434782608695653,-122.25,0.975
170,2.6458,3.2091836734693877,37.79,50.0,0.9591836734693877,-122.25,1.25
171,2.181,3.6887052341597797,37.79,52.0,1.0771349862258952,-122.25,1.388
172,2.2303,3.0902394106813995,37.8,36.0,1.1160220994475138,-122.25,1.167
173,1.6504,3.639751552795031,37.8,43.0,1.0046583850931676,-122.25,1.518
174,2.2697,4.368421052631579,37.8,52.0,1.0,-122.24,1.27
175,2.1563,4.585014409221902,37.8,52.0,1.07492795389049,-122.24,1.286
176,2.1348,4.7343283582089555,37.8,52.0,1.1880597014925374,-122.24,1.406
177,2.6292,3.693140794223827,37.8,47.0,1.0613718411552346,-122.24,1.827
178,2.3833,4.638132295719845,37.8,52.0,1.1245136186770428,-122.23,1.469
179,2.957,4.496259351620948,37.8,52.0,1.0473815461346634,-122.24,1.228
180,2.5238,4.192023633677991,37.8,49.0,1.106351550960118,-122.24,1.693
181,1.9375,4.209677419354839,37.8,52.0,0.989247311827957,-122.23,1.266
182,1.9028,4.0561224489795915,37.8,51.0,1.0561224489795917,-122.23,1.279
183,2.25,4.20722891566265,37.8,50.0,1.1566265060240963,-122.23,1.235
184,2.3929,4.4714285714285715,37.8,52.0,1.0678571428571428,-122.23,1.119
185,2.1917,4.844029244516653,37.79,43.0,1.091795288383428,-122.23,1.128
186,2.9357,4.327669902912621,37.79,52.0,0.9587378640776699,-122.23,1.079
187,1.8854,3.7984790874524714,37.79,30.0,1.0038022813688212,-122.23,1.375
188,2.1638,3.776349614395887,37.79,39.0,1.1079691516709511,-122.24,1.055
189,2.125,4.528052805280528,37.79,47.0,1.3036303630363035,-122.24,0.955
190,3.375,4.011904761904762,37.79,52.0,1.0714285714285714,-122.24,1.161
191,2.2542,4.554621848739496,37.79,43.0,1.0532212885154062,-122.24,1.122
192,2.1,3.1818181818181817,37.79,51.0,0.7818181818181819,-122.25,0.75
193,1.6,3.747967479674797,37.79,39.0,1.048780487804878,-122.25,1.125
194,3.625,3.973568281938326,37.79,52.0,1.0440528634361232,-122.25,1.25
195,1.6929,3.510355029585799,37.8,20.0,1.1523668639053255,-122.26,1.15
196,1.6471,2.8333333333333335,37.77,52.0,0.927536231884058,-122.22,0.95
197,2.59,4.38996138996139,37.77,52.0,1.162162162162162,-122.22,0.964
198,2.57,4.202185792349726,37.77,52.0,1.1256830601092895,-122.23,0.72
199,2.6429,3.746031746031746,37.78,52.0,1.1587301587301588,-122.23,0.713
200,3.0257,4.046948356807512,37.78,52.0,1.0093896713615023,-122.23,0.808
201,1.4886,4.0251572327044025,37.78,50.0,1.1111111111111112,-122.22,1.288
202,1.9338,3.2420091324200913,37.78,43.0,1.0776255707762556,-122.23,1.125
203,1.4844,3.8666666666666667,37.78,52.0,1.011764705882353,-122.23,1.194
204,1.6009,3.1158455392809588,37.78,44.0,1.0985352862849533,-122.23,1.181
205,2.0375,4.944606413994169,37.79,48.0,1.154518950437318,-122.23,1.225
206,2.293,5.365296803652968,37.79,49.0,0.9908675799086758,-122.23,1.063
207,2.1494,4.479923518164436,37.79,37.0,1.0975143403441683,-122.22,1.325
208,1.6198,4.357142857142857,37.79,30.0,1.0357142857142858,-122.23,1.227
209,1.3281,5.054347826086956,37.79,40.0,1.0815217391304348,-122.23,1.133
210,3.5156,5.466911764705882,37.79,44.0,1.1544117647058822,-122.22,1.095
211,3.9048,4.998540145985402,37.79,52.0,1.0072992700729928,-122.22,1.647
212,3.0893,3.9076923076923076,37.79,52.0,0.9743589743589743,-122.21,1.25
213,2.6042,4.489563567362429,37.79,46.0,1.0910815939278937,-122.22,1.247
214,2.5,4.306603773584905,37.79,49.0,1.0613207547169812,-122.22,1.367
215,2.7969,4.626707132018209,37.79,38.0,1.078907435508346,-122.22,1.417
216,2.8321,4.823529411764706,37.79,29.0,1.1058823529411765,-122.2,1.5
217,2.9583,5.284246575342466,37.79,47.0,1.0513698630136987,-122.21,1.388
218,2.8365,4.5813953488372094,37.79,34.0,1.0794573643410852,-122.21,1.392
219,2.875,4.520725388601036,37.79,35.0,1.0595854922279793,-122.21,1.438
220,3.0682,4.316810344827586,37.8,39.0,1.0775862068965518,-122.21,1.565
221,3.0757,4.524663677130045,37.8,39.0,1.0022421524663676,-122.21,1.51
222,4.9559,6.6923076923076925,37.8,43.0,1.0967032967032968,-122.2,2.73
223,4.7721,5.772388059701493,37.8,52.0,1.0932835820895523,-122.2,2.171
224,3.4861,4.984419263456091,37.8,52.0,1.0070821529745042,-122.21,1.871
225,5.1184,6.088235294117647,37.8,41.0,1.0411764705882354,-122.2,2.396
226,4.0977,5.242063492063492,37.8,48.0,1.0436507936507937,-122.21,2.297
227,4.744,7.117647058823529,37.8,48.0,1.088235294117647,-122.19,2.573
228,4.2727,5.837349397590361,37.8,46.0,1.0271084337349397,-122.19,2.469
229,2.9844,5.260869565217392,37.79,50.0,1.059782608695652,-122.19,1.799
230,4.1739,4.51063829787234,37.79,40.0,1.0893617021276596,-122.2,1.696
231,3.8487,5.1152882205513786,37.8,46.0,1.0150375939849625,-122.2,2.033
232,4.0114,6.5451263537906135,37.8,52.0,0.9783393501805054,-122.19,2.634
233,4.6563,5.986784140969163,37.79,45.0,0.9933920704845814,-122.19,2.318
234,2.9297,4.699551569506727,37.79,28.0,1.1375186846038865,-122.19,1.405
235,2.3036,4.62051282051282,37.79,35.0,1.176923076923077,-122.2,1.26
236,2.6667,4.2,37.79,49.0,0.9285714285714286,-122.2,1.22
237,2.619,3.30142566191446,37.79,44.0,0.9205702647657841,-122.2,1.347
238,2.4167,4.462025316455696,37.79,45.0,1.1244725738396624,-122.21,1.394
239,2.7788,4.210416666666666,37.79,45.0,1.1,-122.2,1.154
240,2.7352,3.9349736379613356,37.78,46.0,0.8927943760984183,-122.21,1.373
241,1.8472,5.4907063197026025,37.78,52.0,1.1152416356877324,-122.21,1.37
242,2.6583,4.310204081632653,37.78,52.0,0.9142857142857143,-122.21,1.426
243,3.0536,3.6653061224489796,37.78,49.0,0.9959183673469387,-122.21,1.375
244,2.3906,4.865573770491803,37.78,44.0,1.1639344262295082,-122.22,1.117
245,1.7188,4.181818181818182,37.78,43.0,1.1302211302211302,-122.21,1.268
246,2.625,3.6556016597510372,37.78,47.0,1.0290456431535269,-122.21,1.113
247,2.8015,3.6592592592592594,37.77,40.0,0.8444444444444444,-122.22,1.148
248,1.7276,4.036363636363636,37.78,50.0,1.075,-122.22,1.023
249,2.0801,3.38989898989899,37.78,44.0,1.0383838383838384,-122.22,1.319
250,2.489,4.1653944020356235,37.78,51.0,1.178117048346056,-122.22,1.191
251,1.7546,4.733333333333333,37.76,52.0,1.0466666666666666,-122.21,0.806
252,4.0904,4.313868613138686,37.77,52.0,1.2627737226277371,-122.21,0.806
253,2.6765,5.0,37.77,52.0,1.0268456375838926,-122.21,0.888
254,2.4338,4.703933747412008,37.77,49.0,1.031055900621118,-122.2,1.024
255,2.3309,3.4858757062146895,37.77,46.0,1.0593220338983051,-122.21,0.987
256,2.2604,3.6714801444043323,37.77,43.0,1.184115523465704,-122.21,1.0
257,1.8039,3.543726235741445,37.77,42.0,0.9657794676806084,-122.19,0.923
258,2.2562,5.007448789571694,37.77,39.0,1.111731843575419,-122.2,0.948
259,2.0562,4.536656891495602,37.77,41.0,1.217008797653959,-122.2,1.02
260,3.5398,5.4373522458628845,37.78,52.0,1.0472813238770686,-122.2,1.584
261,3.1167,4.659574468085107,37.78,39.0,1.0611702127659575,-122.2,1.216
262,2.5401,4.939153439153439,37.78,50.0,1.066137566137566,-122.2,1.291
263,2.898,5.020661157024794,37.77,43.0,1.037190082644628,-122.2,1.214
264,2.3125,4.399491094147582,37.78,44.0,1.0534351145038168,-122.21,1.028
265,2.875,6.107142857142857,37.78,52.0,1.0714285714285714,-122.19,1.6
266,3.3715,5.105882352941176,37.77,52.0,1.0070588235294118,-122.19,1.439
267,3.5114,5.585131894484412,37.77,52.0,1.0671462829736211,-122.19,1.512
268,4.3125,6.645333333333333,37.78,52.0,1.1066666666666667,-122.19,1.644
269,3.22,5.956639566395664,37.78,52.0,1.075880758807588,-122.19,1.565
270,3.875,3.021276595744681,37.78,33.0,0.6595744680851063,-122.18,2.25
271,5.2328,5.660287081339713,37.78,49.0,0.9808612440191388,-122.19,1.742
272,3.7262,5.631578947368421,37.78,52.0,1.0157894736842106,-122.19,1.669
273,4.5893,5.400611620795107,37.78,45.0,1.0152905198776758,-122.2,1.635
274,5.2578,5.820754716981132,37.79,39.0,0.8962264150943396,-122.18,2.53
275,7.0875,6.593457943925234,37.79,41.0,1.088785046728972,-122.18,2.407
276,3.9712,6.410334346504559,37.79,46.0,1.1762917933130699,-122.18,2.081
277,2.9514,4.80078125,37.79,47.0,0.94921875,-122.19,1.981
278,2.6667,4.746268656716418,37.79,50.0,1.0796019900497513,-122.19,1.728
279,5.4446,6.176691729323308,37.81,37.0,0.9849624060150376,-122.18,3.367
280,6.2838,6.948717948717949,37.8,34.0,1.0,-122.18,3.182
281,6.7527,7.064024390243903,37.8,23.0,1.024390243902439,-122.18,2.858
282,7.0712,7.589506172839506,37.77,24.0,0.9783950617283951,-122.13,2.93
283,5.9849,6.528723945094052,37.79,22.0,1.0411794611082867,-122.16,3.71
284,3.6875,5.707865168539326,37.78,42.0,0.9737827715355806,-122.17,1.573
285,2.875,4.731152204836415,37.77,30.0,1.0611664295874823,-122.17,1.353
286,3.4205,4.877149877149877,37.78,43.0,1.0810810810810811,-122.18,1.367
287,3.2984,5.78169014084507,37.78,50.0,1.1338028169014085,-122.18,1.607
288,3.875,4.933701657458563,37.78,49.0,0.9779005524861878,-122.17,1.406
289,4.175,5.396694214876033,37.78,52.0,1.0578512396694215,-122.17,1.44
290,4.375,5.761467889908257,37.77,47.0,0.9954128440366973,-122.16,1.619
291,4.7708,5.427777777777778,37.77,48.0,1.0777777777777777,-122.16,1.563
292,3.5739,6.052083333333333,37.77,45.0,1.0338541666666667,-122.16,1.76
293,3.0958,5.0094936708860756,37.77,39.0,1.1044303797468353,-122.16,1.458
294,3.3958,5.0062111801242235,37.77,39.0,1.062111801242236,-122.17,1.419
295,1.871,5.3628318584070795,37.77,31.0,1.1792035398230087,-122.17,0.907
296,1.9356,4.490140845070423,37.76,41.0,1.0338028169014084,-122.17,0.906
297,2.1842,5.544502617801047,37.76,47.0,1.081151832460733,-122.17,1.079
298,2.2917,4.921875,37.76,37.0,1.11875,-122.18,1.07
299,2.4333,4.983050847457627,37.76,38.0,1.1214689265536724,-122.17,0.982
300,1.9479,4.82520325203252,37.76,50.0,1.0609756097560976,-122.18,0.895
301,3.9063,4.569696969696969,37.76,52.0,1.0606060606060606,-122.18,0.938
302,1.8407,5.117516629711751,37.76,49.0,1.0022172949002217,-122.18,0.967
303,2.0786,5.789808917197452,37.77,27.0,1.5031847133757963,-122.18,0.975
304,2.8125,4.402985074626866,37.77,42.0,0.9589552238805971,-122.18,0.973
305,1.8913,5.498637602179836,37.76,43.0,1.111716621253406,-122.18,0.912
306,1.7056,5.08550185873606,37.76,49.0,1.0483271375464684,-122.19,0.914
307,2.2768,4.953068592057762,37.77,52.0,0.9873646209386282,-122.18,0.962
308,3.2552,4.810502283105023,37.77,51.0,1.0753424657534247,-122.18,1.201
309,2.0556,4.775956284153006,37.77,52.0,0.9890710382513661,-122.18,1.0
310,2.4659,5.782857142857143,37.76,52.0,1.1171428571428572,-122.19,0.947
311,1.75,4.0,37.76,47.0,0.9283154121863799,-122.2,0.857
312,2.0469,4.484581497797357,37.77,41.0,1.1233480176211454,-122.19,0.893
313,2.7159,5.306590257879656,37.77,45.0,1.1260744985673352,-122.19,1.014
314,1.2083,5.7924528301886795,37.76,41.0,1.3018867924528301,-122.19,0.725
315,1.925,4.198312236286919,37.76,45.0,1.0042194092827004,-122.19,0.741
316,1.5809,4.556390977443609,37.75,36.0,0.9924812030075187,-122.2,0.7
317,1.4097,4.017991004497751,37.76,37.0,1.103448275862069,-122.2,0.846
318,0.7683,4.253561253561253,37.76,38.0,1.0541310541310542,-122.19,0.818
319,1.3194,4.244230769230769,37.75,19.0,1.0865384615384615,-122.19,0.814
320,0.8012,5.283950617283951,37.75,28.0,1.1666666666666667,-122.19,0.818
321,1.9479,4.267326732673268,37.76,26.0,0.9801980198019802,-122.19,0.858
322,1.1765,5.327044025157233,37.74,36.0,1.3333333333333333,-122.19,0.871
323,2.3456,4.3983739837398375,37.74,42.0,1.2520325203252032,-122.18,0.835
324,2.1538,4.368852459016393,37.73,44.0,1.0368852459016393,-122.19,0.797
325,2.5139,4.561290322580645,37.74,43.0,0.9483870967741935,-122.19,0.834
326,1.2625,5.32404181184669,37.73,45.0,1.0139372822299653,-122.19,0.847
327,2.9063,4.590909090909091,37.73,42.0,1.0858585858585859,-122.18,0.8
328,2.5192,4.8807017543859645,37.73,43.0,1.0280701754385966,-122.18,0.764
329,2.1111,4.029411764705882,37.73,44.0,0.875,-122.18,0.797
330,2.455,5.223076923076923,37.73,42.0,1.1205128205128205,-122.18,0.824
331,2.4028,3.896135265700483,37.74,41.0,1.0748792270531402,-122.17,0.977
332,2.15,3.3795620437956204,37.74,47.0,0.9781021897810219,-122.17,0.972
333,2.4776,4.569832402234637,37.74,43.0,1.0782122905027933,-122.17,1.016
334,2.1587,4.319648093841642,37.73,43.0,1.0879765395894427,-122.17,0.865
335,1.8438,4.623853211009174,37.74,35.0,1.1559633027522935,-122.18,0.905
336,3.0298,4.56,37.74,46.0,1.0044444444444445,-122.17,1.076
337,2.25,4.320224719101123,37.74,46.0,1.0280898876404494,-122.17,0.842
338,2.2467,5.940677966101695,37.74,46.0,1.1045197740112995,-122.18,0.889
339,4.0469,4.125,37.75,45.0,0.95,-122.18,0.807
340,1.325,4.825641025641025,37.75,46.0,1.117948717948718,-122.18,0.871
341,1.6196,3.83011583011583,37.75,38.0,1.0772200772200773,-122.17,0.851
342,2.1731,3.8076923076923075,37.75,45.0,1.0038461538461538,-122.18,0.82
343,1.9167,7.506666666666667,37.75,36.0,1.7533333333333334,-122.19,0.828
